Business Name,Health Score,Health Index
"First Watch - Breakfast, Brunch & Lunch",0.3435256756756756,2.5
Fonduementale,0.30944838709677414,2.5
Annapoorna,0.23748235294117648,2.5
Beckham's B&M Bar-B-Que,0.37690454545454555,3
Lowdown Cafe,0.33984285714285717,2.5
Yame Sushi,0.25399466666666665,2.5
Ray's Asian Cuisine and House of Ramen,0.30774805194805205,2.5
Indigo Joe's,0.6671333333333335,3.5
Greek & Co,0.09870555555555562,2
24 Carrots Juice Bar & Cafe,0.29878798586572436,2.5
Epiphany Foods,0.5278,3
Douce France,0.3875378048780487,3
Gourmet Quick Bite,0.40235862068965517,3
QuikTrip,0.7777499999999999,4
Las Vegas Fruits & Nuts,0.20612727272727274,2.5
Heinz Field,0.23554999999999998,2.5
Il Primo Pizza & Wings,0.21212448979591836,2.5
Old Time Meat & Deli Shoppe,0.367232,2.5
Sbarro's Italian Eatery,0.11976363636363635,2
Sanchioli Bakery,0.3212875,2.5
Milio's Sandwiches,0.25,2.5
Copper Kettle,0.24353116883116882,2.5
Go! Bistro,0.5732,3.5
Old Man Pizza,0.4056454545454546,3
Red Square,0.3309777777777778,2.5
Bocca On Baldwin,0.36397733333333326,2.5
Baker Candies Inc,0.3080714285714286,2.5
Superior Court Of Arizona,0.0772,2
Mr Rice Takeaway,0.23698000000000002,2.5
China One,0.27106630434782614,2.5
Calli's,0.4048958333333334,3
Nobu Tei,0.2956990825688071,2.5
Little Shmiddy's Hot Meat House,0.41562142857142864,3
Gyro Express,0.47757692307692307,3
Falbo Bros. Pizzeria,0.20881751824817527,2.5
Filiberto's,0.1412711111111111,2.5
Sidewalk Cafe Painesville,0.2027757575757576,2.5
Itri,0.6157,3.5
AZTECA Bakeries & Restaurant,0.2781711711711712,2.5
Fruit Jungle,0.29619367088607584,2.5
Capitaine Pouf,0.2620541666666667,2.5
Caddyshack Inn,0.26775185185185185,2.5
Fox & Hound of Charlotte,-0.010521428571428567,2
Tea-rrific,0.16915000000000002,2.5
Walgreens,-0.05142,2
Fleming's Prime Steakhouse & Wine Bar,0.31284066666666643,2.5
Babos Donerpoint,0.4209190476190476,3
TPC Grille,0.3996571428571428,3
TAP Sports Bar,0.25049126506024094,2.5
Abyssinia,0.322575,2.5
Cafe Plenty,0.2947757142857143,2.5
Restaurant Sahib,0.24198936170212762,2.5
Liberty Station,0.28959378238341965,2.5
Harvard Soul Bistro,0.16174999999999998,2.5
The Cooper's Tavern,0.274215918803419,2.5
Granite City Food & Brewery,0.2315535315985128,2.5
Joey's of Chicago,0.22190972222222222,2.5
Walk In Wok Out,0.2741777777777778,2.5
Produce Place Market,0.26585,2.5
Old Chain Pier,0.3936444444444443,3
Port City Java,0.41716666666666663,3
Famous Dave's,0.24759738805970127,2.5
Maurya East Indian Roti - Etobicoke,0.31824086956521735,2.5
Cajun Crawfish,0.21344065040650406,2.5
Hamdi Restaurant,0.31031142857142857,2.5
Jimmy's American Tavern,0.01342592592592593,2
Thai Heng Restaurant,0.4303130434782609,3
