Business Name,Health Score,Health Index,,,,,
Cold Stone Creamery,0.187147222,2.5,,,,,
Dillinger's Tap Room,0.225508257,2.5,,,,,
Boccaccio Ristorante,0.231436735,2.5,,,,,
Zeppe's Pizzeria,-0.0599625,2,,,,,
Mesa Grill Co,0.225886275,2.5,,,,,
Bellagio Gallery of Fine Art,0.070463636,2,,,,,
China China Palace,0.380116667,3,,,,,
Sholay,0.283244444,2.5,,,,,
Tokyo Peking Asian Restaurant,0.182403571,2.5,,,,,
Total Wine & More,0.298445455,2.5,,,,,
Atherton Mill,0.417128571,3,,,,,
Fatburger,0.101220455,2,,,,,
Apkujung Restaurant,0.236238136,2.5,,,,,
Bull Dawgs,0.7946,4,,,,,
Feast Buffet,0.161569444,2.5,,,,,
GOGI,0.303296264,2.5,,,,,
Panda Express,0.339172857,2.5,,,,,
LOCAL Public Eatery,0.297115625,2.5,,,,,
The River Brasserie & Bar,0.159945,2.5,,,,,
Slices Pizza,0.278295238,2.5,,,,,
Sushi Garden,0.185773913,2.5,,,,,
The Garrison,0.183690909,2.5,,,,,
Hiro Sushi,0.13295625,2.5,,,,,
La Grotta on Main,0.135964706,2.5,,,,,
Hyatt Place Las Vegas,0,2,,,,,
Spirits,0.28214,2.5,,,,,
The Legacy Golf Club,0.3383,2.5,,,,,
Richters Herbs,0.298633333,2.5,,,,,
Fresh & Easy,0.528652941,3,,,,,
Dumpling King,0.218876796,2.5,,,,,
Spinners On the Green,0.8481,4.5,,,,,
Barro's Pizza,0.309683333,2.5,,,,,
Nozy,0.276619632,2.5,,,,,
Troy Mediterranean Grill,0.272677586,2.5,,,,,
East China,0.02359375,2,,,,,
Morningside,0.276516667,2.5,,,,,
Vape Escapes,0.968,5,,,,,
Alfonso's Mexican Food,0.311701515,2.5,,,,,
Regal Cinemas Village Square 18,0.312846154,2.5,,,,,
Canadian Tire,0.55545,3,,,,,
Umami,0.313683048,2.5,,,,,
New Orleans Showboat,0.206161111,2.5,,,,,
Shalimar Restaurant,0.223333333,2.5,,,,,
Mc Donalds,0.043083333,2,,,,,
Port of Subs,0.252093878,2.5,,,,,
La Coupole,0.045473333,2,,,,,
Pushap Restaurant,0.4032,3,,,,,
Red Robin Gourmet Burgers,0.291668421,2.5,,,,,
